essay_id,batch,score,text_sha256
2e128b5,144,5,772a13bc9df336b7e419e021825dcb9e928ffb86443261e48da8d9e206c41952
0913268,144,1,61823302d85d81321fbb6eec645a91bd9b974988b069eb1b7cbbd50a2d65f7f1
b31ef08,144,2,8a0cb317de9f58dfb435ac230e4a33030b33c5f43a5d6c08df8a31f76f88334e
152c2e4,144,3,07b4f2258355ac06f291966338d2704c621858fd0223fa2841e3fec314be571c
a935042,144,4,eaeaefbea1514a00268a4a8025c7dc2516da9da742d1b68c4182c214dc7b1797
864e49e,144,5,347779ffd811ec6822cc1d795c0465e71169bd8dd20f6e5a54bd83cb86801324
1aac26b,144,1,7687f101ac0f6bdd9c4fa93e0702e5cb2e28d89ffad096bcf9c8a5d5975005c4
5de1aa5,144,2,c9d99bbca9b850557d07692f93e1f85f9ccf737ad7223c9852d9e7e7ad29d254
75efe1e,144,3,86d0ae18ef4c38f1c98179560d9a37ae38f5a2ca6d31a3bd88f4a08d701123e8
5ff1aa5,144,4,dbc96448c3ba1be49e6065812c0202947dfdb6d01e8117e155c55020a4b2023e
f267c3d,144,5,b0ce1a34f477ed48b3aa2eb58547311a63cd1fd695edfc06b17c0033255f60ca
2e8c47c,144,1,c8b0df9e933e56e605f621ae7245cfe06cff4322239ef7620a670696a8a596eb
f17fb05,144,2,4bf58f31d57e4cbbecc7f632a42515f3aaa7c8a595db8f881bf8ec27ace1ec6a
acc3c33,145,3,2c22d4fcdb0cfc14be751ba6496cd5f746ecb077fe5278f4f377371f8b15d3af
ec9d365,145,4,93255877f38c0fe3e4c5394287d6a436e534102b0151c0657d5150e29ead3216
4ceefe6,145,5,c9c1e6b5d82dd7efc2d1e7fd77845f026b973a253ab52cbae4be500108249842
e7b14b0,145,1,93095e4b954c16881457b547a15b81a29ccac8fdedd5e59c87437eb0909aaf7b
3306441,145,2,e2c9a1dd202e3e11aa9c06cc28f82dd3f92cdde76d55d2666b669b504e9be12c
7c2dd03,145,3,eb4970effc7a479f90febf6eac2c356db195410279da876ea907ba88bb488e25
d76d97f,145,4,9144b86461691d44aed7648080cccfb430f03799cd8650d5fffa37f963e37e9a
ae3994d,145,5,ba38a9d604d34467eb74ad71866fc31ca2ca84ea48f1090419121641c51a910b
6e9ba8b,145,1,9e81462c083271bf40e32d319b2b64949bd9a44902267a409f4644dc4166c50d
b7248bb,145,2,6dec364f1d960403f9c050fdadc5d512c30a76d666671c9e572f0e2c6e58762e
5719951,145,3,e9ca857a70495e14ad51c4ea036b7d162850b8363a793393810cb3c145995f9e
99603ab,145,4,b7b359c52826f1f978044529136aeb3b2f69d755c407cbdc5f5b1b1f5dbdaae8
97ab7f3,145,5,84790acd5fb1cd52ae0c6f6833061f1f2fb783c702cbc65fdb15023765b84473
101b994,145,1,8d2a90476c746e6920d98140624823de25c9aace77c7ff65d65fb12b7172391b
2024044,145,2,5db6d0dc67692184e988949dccf276787200fd9f5e2948552790b992f52a963c
078f997,145,3,b808df1b246d4680ad0e9c9c90753e7157392c6ba1e9b9e6013d7b84478420da
52393de,145,4,a11a6e3d46ac757cb2c8b4c79a4b927528c59975157e5eb8f7b98372bfb89583
edab83a,145,5,75fa25f1b0adf2254d537d1f98890779cdf52db157798e5b1dc17e22dc8ccfa1
1db605b,146,1,13c7020155ece4ee65ad08fc0b19f418ed08684677a5263730026f0805fc4789
8947d0c,146,2,ecaff407099d0ed51b8b1cb42c648add04eb639996a6dd651f652d3b4adb3036
65b060f,146,3,ea8889dd2bfa68aa28b030c5f82d1f3307d96d11685ea0c8b5c612de9f9779dd
04af97d,146,4,8f4d0287b838d7e15854ac4d214b997adf3f28da2fc8f6a163a2794067959bec
43fb35c,146,5,fda494a63f6371e46764441fc1eb457f251dae54c891e954a8b812fa85f2f82f
d107e54,146,1,0a790850c765ccf40400a77800edb3b3cad372cb50c1f582892af56d42615004
1221dcf,146,2,67b7db4dc5dba83a891310ffca289c0e853a78a66267d72541f3f9328b9cfe6c
bf85b45,146,3,6a6a3c03d2fa22951e1ea50ceb7240632c2abd3cb8e3e87bacd9cb14306a3ea9
6372aa0,146,4,0b112b900d4daf83d0e2f453eab29a8f866db44b18145454a110c70af6e4d399
4aa9f4e,146,5,7f2aa936f0d031043383220024ea242182f01d8160758e4910de753ab719eea1
053f99e,146,1,e5584ff6d4a97c08e35941f4a5908025793e6129c2b48b67c60b2589a8d72a7a
c25ce3f,146,2,44df7210faee9758a7741facc3429401ae186e39aa5eca131c35b10d53d82e68
046e84a,146,3,28cd24ac900aa4da441ff8e9031ebbfaeb1058d7b3ab46432df5f2f3f36bb048
1579cb7,146,4,966ff80023d9cd71dc492c04f9511aae6a668d00495c253429da9643250fc4f2
35c806d,146,5,1c0d1ccfb3911eb71e07719608c00abefd6908f8ce68bf5c5b4ddcc33a7b28e6
d8c4ec2,146,1,dea96a0135f98d2c5f1bed97c1b07601ea53827d030212e8e85777bae9cdb48a
c766758,146,2,895b81cb1c5df480ea9ed8de6c49dce343c770319783ef0f20a5a7d2eca8930a
2bb8a01,146,3,c756b0f97bdfb42f9faab47e4a941dfe9c3b2c281ef5f01495166f2c52d900b7
9c08744,147,4,a7c0f8abf60999e3dff9125388d68af501a8130c4e3777df436468551a70b475
58a9eed,147,5,842967507f9705cd1a88c4aabff684301f52236f067c2144e1f6afddda58fcbc
92a3030,147,1,ad5adccbff565a6111b63878fe3a255061fbd61d55db47dddc146f5876010faa
2c5940a,147,2,785234661ae9075dde5c75f8aa4fbff67f32935c61b400bab1882bad41b2dd3c
d24acda,147,3,6d096994ae58344de4c199c5cf6cb859324fe19c65a13e3b848319bbfc7685a5
b2b1d1b,147,4,e9252790a68ec27d42a22badf8f98ef733bcc249e8a722a4c273e00b7e828467
0f393ae,147,5,d00caa4902154b23979678b18d0b6fb157faf4ee2b909d6c9c0a8b7219906c2b
36e8507,147,1,9f92212f17c6258d28e0185b793dda8eba4e5330f553ce5d7588b11785f48105
aa59609,147,2,c1ce5db04ef1112f6125e744b9688d334d04c5164fd9fb18fe57404c04a5d5a9
9077883,147,3,31eb0b17220f60f4259f9903e38f5b538f816cd27fbcd73e1da84e0666ffe636
c20d79b,147,4,407e64424954433da492b3799357cf91a6df66a7179383dcc34dabbe7bcad344
d73b983,147,5,4fb5590d39ab3729291d1fcfd04466b04bf3d473047082641e3601c7e996d2b0
44bde0e,147,1,a34a70f059a1bf88d47fb2646f278ff980427591fefde90b18486a09d7d136f7
8acf0ad,147,2,49df6beaa4974d6715acc28877d8317a4a8f18ee87d119a5a87e8d8e9733a32f
da452c5,147,3,a2b1961ab2ef99dfda187c69b2a270f455f124bfbc7195f82eddd7a05516fc72
f26c2c5,147,4,1407a90e47cef59c237911f699a5213109dc8311f1e5898e74db10ae1eab1a00
9e2113a,147,5,a7d3f916a935aeccfc8d6ebbd5962c90da4f52cbc561b288c4238001e4fa9e7b
5112f8c,147,1,59fad4058c132125da7ec064680fd487533e625868ad49ef7408350797d4b2e3
dc06527,148,2,df7dfe89b1f85f1e24035d02069ac95036548e49b1c1aa54065d455ed522588a
7a7e7bb,148,3,ed6a8f158b9dc286baaa9915aad7d27f99725d9701cb66d48eecb3c0b3493d93
01a53e1,148,4,66836c93cff525ad28ed6c983089a3fb781f1007a353845ed5ae9c3e46aeefed
6cb0aab,148,5,e8aef32a3112233bb310d42a73fc86e8447dbafb4357d103a69bdf967aa32351
4b96296,148,1,30bb4565d49f5a30f3fa64029dfc789a50db19d2c49c6ae2fc1d6f18b3cd554d
be4c667,148,2,22d0723e176c4010e98c7e70e2fd1b81e4b64bc83e6e8881dd9b6036851cf959
bdfe5c7,148,3,99c04b594eb4d719b599970c0adc3a21527a47467f2164b196236cac022b7bff
47b9921,148,4,39e99cedf3074e2d3951b11c318f7f98b3b45b66e6ca7d00ebcb3dd41df3de40
5415b21,148,5,c4e45bac616d5ada16f7246458a4e25ebc180d53d59618f371aee0d5098dc3e4
d0a6d84,148,1,005139fd5a17e21519a5d461eac0357302ae81e9b87b3a272459f238752a77cc
a657a2a,148,2,b4fa6cfa80231ee6f47beae25e6a2579cd3391581f81fa76d183676a2200e089
c1c1d81,148,3,2525cdf52e304c76dde765c1d2aa541e57dc70217b07b0de5c8bc71812e400d1
8336072,148,4,58bddd7070c6eb303a9d827eb80212f1375348520cb1946e91b018a50fbc9c87
f7c1419,148,5,ba4701847044b3011f7bc45684be4648a7574dc4ac6e1f139c77ca3b4782c765
a7df23b,148,1,2e8a1b24a663cfed91f694ac85a4239ca58676cf4455cf05bec1fa5e6ff3a693
a7cb084,148,2,2b704ceee1ee4717643651da824e561751a1922c7a329b267f905212f4c0c1a8
50cf267,148,3,5127c90a232e35a0042a1c1c04a2f834817c9bcd41a30ecd6859d4803f5af77d
480c834,148,4,4bbf4068f76738ec540614ee53c9da795a3d2fbf555ef90b210d86919342ddb0
28028e0,149,5,7ea1c405bd2559a16d2c4781da51225be55974dfbe72fd2337b3077492d0afb2
83b21b1,149,1,c7b912f7deb48f9ef26dfd3247f7f899a28c9c9f2b87a8a6026cc80c27d45aa3
5144819,149,2,8c354a081297c56a68355973d0bd2e1fe79b59b00d914889fcec41c1c3721d74
d2196a3,149,3,501c8633f3366ab5a87a2b0c4e2e8608e5ab35fc5c700f098843b30700bdca1e
1868e57,149,4,334c09e286ecadde0045d6240fb4c1f9c60228ff1713d58a4fbd4cb98ca2e8fe
8f33bf3,149,5,adcbe614ad6f0c8133ef7d10e5298ba9e2e823b21cf645831d53af465f3426ae
d5ea90f,149,1,8c156aacc85b5db9710c04fb192fdd42b8dd513ff8e694e521ce3dea8fb341a2
d48d0fa,149,2,a89848873cd33652378d12814bdf39a210f59fcd7137c62272cf5b0cdf2e2a2d
730846b,149,3,15c6ca94ffe52542af4284b43f88dc12897ea3d253fac35bc0d35a60580b6cf2
3df3c06,149,4,e0343441f2db2189cbb0b2557fe4262bd92fd7efaaa2f51ee9556f5c00a73fd4
28645f2,149,5,93d3a837c00bef551b99e7ed806fc593375b1372aeb597dfd19c47de439e56f9
3cc72ff,149,1,8dd1b85b5b9a1004f804cf2ad66d9e45ed2408e27c7962fd70a8d1e1ec1a68ef
4f53e1c,149,2,8ca1a15888a2b6b8fdbd4f0d82d3e1320fd968f54ae19b099a186a2c9e722180
c487f64,149,3,39314b7c53f875f25ef24e9399a911f810771750665515c2f24ab296891a7676
d4df1ab,149,4,be1dc867e133a2f207f060d720c8b5abc92dbc9fcdde17848928c95a5930ceec
178f445,149,5,7b4dd1f77f2a33dd367539a221a6c942b9f09f5d74a1fe2692f61bcc7417c561
1cc8f9d,149,1,6e1cd9329f32e5104018091c045083584da1ad23407fddfdb703dfe7bb6fb8bb
0b1ab1d,149,2,2eb7c11b808c7e75978262a2ef763fd0f62bfacb290407930bdc353c866142bb
c5bd38a,150,3,757ff1ba5ce3f2779bc0abb4561545d23de60b885f581687782acdbe6c02f574
bc650b8,150,4,c984b9d14a226ee1b467a32833695a597dc26cd394e8e79a965a17d351ee4d04
fad3429,150,5,f5d7d43d6b763847cf7a5ed1bd629ecc1143e43cdd60ef8d375f3687568cb6d6
51a3194,150,1,23ba023765f5c55790c618c68d63a69eeaf0db0c9443566195411a1d70392d06
8745830,150,2,278cd38eb4373eed297bfd32947405f93c587549ed271a0ce6e401e9723ade42
db90b66,150,3,4988ce2f8f1d98988c64044594a03b6151beb44eccd16d3b09922ff4d8f96c33
71c9986,150,4,846052b6c34506a01d3b1d46c7fa29db8755fa9e3ab245c2fe9d66d1082c8fde
62c323b,150,5,cd48854c6186036ab7ac558012cd86e1e7874628d66143fa93ce87e335a02206
4d7d425,150,1,bcf1f78555a7af542612a4512377fe48c428adbbd6355206d4bfae45613bbef7
195345f,150,2,ba3bd4e98a0c300ed641f81a8ba5a44ef4db74249d1aabe25d60057afb87b054
e284ce9,150,3,d5ced13218c1dc6f860c100e61b56ea947230b7a23aaf0f7edd94fa163064172
545d121,150,4,c5d0a0f732fccd603e7073814eb9401b6a08cbf43fd331f86c8299079a38deec
1ac3740,150,5,c77d49612a7b439c20d5e3b7e582ac41f5fa31f54d4e1fac06c34a37ab3dc8da
b8299a4,150,1,128c8796e6429158c7fea60e53d20386e09b697b3921995a61235e45f737b3aa
2f7eae5,150,2,545bb21c69a28f0714b169d01110b14bd21f761b8fdeac018ee5a3c0f42d51c3
a875d6a,150,3,5e9c6840a2bf8800507e90ecfa6a24f6da793da4070e0e26d433de79d0026bd8
5b54ba3,150,4,741f49ed4341acbe7d27afd40b914c3881d5e5f4a70e8bba1f71797405708b43
30be42a,150,5,03ab847b791a69d269af0fd3bbb74869028a4123cde60a623146401a50de3c06
a1b514a,151,1,6a2048d72ce5c500d1ebabe2376c613902374eb624d843133a1a138f6bf2aec8
421ed60,151,2,0bc5d4cea4078f284719215aa23ed61b3ccedfc7f0c5bae089e852f031fa6fbf
87a9424,151,3,84ecdfb2a8ea6d22aff6ba87cc38c0717635647335bba7f3de1666e368b859a3
442479e,151,4,8cdd064eebb92cb1f7dc3cce1f27d4c9d791d6517f3a5b7d5a1a3bb0e13b4c40
ef98af3,151,5,40173cd0c81ee08036fbc579b6fc49965c009680d208e24eb8021f6ce5174b7e
2f0294a,151,1,7e0969955450635e8a3d18f5062287e9d62df075a33f9785a87e9ece451e3aae
b7d0710,151,2,8f53ee7d2bc59ff86de88ac9ba423a6f04f6c6cf6a151782321854f7bb970295
2ec03c1,151,3,3875d595fe52bd4ea49edcf373fa818d7662614468030733deb2de53952f6061
c93560a,151,4,c200152d6b127b47d109fb482086d6eec805161b11999cc6ee6d95ffe3d823ab
dff1a03,151,5,bb99a91cdda83d259eef7d7fc0cacf0236817b9a0a82aca013acd94c54e6f5dc
ead8b47,151,1,59b2834e3efe65d09247a6ee4df9e30fea157c1c0accd5fb1f656f0afb646f89
54772a9,151,2,512d00fcbc37307b9377b60b16ccfb365810148c853e7cb5d60c2f84a76e96ac
3e60172,151,3,233d854549ff22af77cd168f99ec8582b34dd63ca4b0ecc9d717b36ac84783d5
ef5fa8f,151,4,af0efb5f3c50ed99aeea91766de67332cd3321eeebc2dd83444ebfe46c9af829
1feabe5,151,5,90e92ec426578f2fe0499545261bf9ecb05a1a004fb49e0028fc549acf84d7d7
4b8ee35,151,1,6f325e4d75f1995bb66c12d1df0f3a59c236dadaf691284d174cf7f9e7367426
0ad1f49,151,2,22bc7fd74b6c0e69eea12d28ca6a0628470b05ffc8e4dbcb8f1426af13697dc4
998557d,151,3,edc90b85db7855818a2bb8597f539ed4f841d993607b9ea95d0729ff930ce48e
d2d7ffb,152,4,d3377a8975ec5d61eab3b3a0ba4a0e239398f1542f7d41498af5926150b3d206
c559e18,152,5,4e16cc45d96ed08226bf38fda4313e55e5ef3b524540dbb945fd8e73d926eb0a
5b8791b,152,1,6b61845f27624d562ea1fb35bffa4ed39b5f34f71160b3d86d6f304e297123d3
b93974a,152,2,13439bc8763940a87fc60de14ca31c29b23ac3dd211740088324ae38a3eb0601
2af2552,152,3,df3d7a8eab5a2ce7e46b853cc915cc74af6c58a126cfddb06bd6ceef3cd9d460
a6dafc7,152,4,7db43f697b8eca95f923695b287bcb1f492c1b272b63cbf2057a22ba8060dc6b
78c4efe,152,5,f9fbf49c46bc82dd2c2780ac844be21ad74c6b40ead0361d492d6a727b683998
cdae844,152,1,a198423ab25258e0af22ceafc00b1c47cf0629a2c1c6476c2f34540846719d73
5c80df3,152,2,e66e57bb3be3785276c809aed4454d4d2ca9d8ec93d726849adb77bcf50ea574
8100b68,152,3,131456f67dbf53e5d6282c937949641d658c16258e4c43debeb02c30bb98be68
6f1773b,152,4,71e794fac970b2094c87434ecc6648337dd22426145c133817dcb3b8e36fe00a
3734dc3,152,5,ec451f07009fa37389cd74a400eb156cbad2f1bf8bb487640dff69b268aa1332
aa7225b,152,1,6571a2568bb3a5616f45ff928e11711f847e7b46e1aec0e73413f8c652051412
38b22fd,152,2,f7f1bcf64b3c688910cb72e42abe396c3195b8e26210bb7585fdcec4d7a603b8
dda3ee5,152,3,2daeaa17799b3e2603b6db746f351ffefde282798cb0d8081eeae83af3e704da
edbe3d7,152,4,b9e7d48f6ebbbd0503a96936717e3d3ce8b6e18e8e715afe8a47327ec2cc941a
fe936f8,152,5,8d03ce605fae74497f1a2254f48f59b23fa80756ec268adc271833a3864361d8
3cdb2c8,152,1,9ff68df5404ee1e58850674657e4049feec8381657bc4c7dd7bd57663d69d413
90cc6f8,153,2,73def0b657395d243b600cd06b556518e246e035fd235b1421f44eeceffce385
66e9092,153,3,be2c9c5eaec7cb69f84637a6285e67a8cbdf6106b1a8e0d51999695f71836959
0ea0f0d,153,4,35edceaea263dc236c1c36736f35a0f08dcfb3624d013bd47034c70ebb92a5d7
4fa7dae,153,5,449f63fced6b3a8f1556b3e4f200d91d4864938296b4477ade7d93aacd7193ac
6dd6055,153,1,54804b622c0377b7887bd10a08e1dcb08bf26663fba762d1311055ff3b9228a8
5fcfe02,153,2,f7cfb7f8287ec6eae82aac4cbc609102831dd08549a7840a782f4967f151c991
5a5ccda,153,3,657a6072e04be3816a972e820f14626ab104fabdff07c81782028e0e6e732b5b
37b659c,153,4,08d794d637bf6867d379f7afeb5584344b94bee971705578ea4a064ff857315c
2ab0ffc,153,5,41e4e3c56a493c4aeaff99fafc0480b6b6b629ae44fc96bef5537ce24bc7fecd
1eacbaf,153,1,bed8823d7af448f94eff85136259858bfe86c033bf1c79ebd05d85b949ff4f73
ac84bac,153,2,429da0316caac46cae68d8bbb8ab51443e0318553aecdaeaa016e3afb4a653fb
eb30a92,153,3,b3c12eeb51f35d4a338ae97db54aa9b7ec5bea5c2991eaf0d00ac463189c2925
dd96c5f,153,4,cb7e977be727afbb91819c1078e53cd52f9c3655ef48ce5a5aec8c82e925b90a
450aa09,153,5,143fbded15f224b2e56033d2748d4dc217ba5d35756b8f5cad9baacbe5edcf09
6828721,153,1,95610dc9fb7234ff50c814343e2143be0dfdc976dd72f91dbbf8e409f0002c15
433d0c2,153,2,c24132fba245aa1dfa83850376720be8700b587621ff5561250d424c48a5a332
4ea0b14,153,3,0b84790a9ac9e6708d2c2b3beea298039c6a88b3018df6ed6802f97d3031d9b9
161a6b4,153,4,db26e1bf7dfe4171a4bdbc6c06bc5c2c91bed076507b50e0d0df6d6a1f4e3165
5fbec4d,154,5,4520ce28e50fb84edbec3c63ff99c1749ee0708b49d9d4f0b8ba19fe9ab58955
28070d2,154,1,28627440a2a0e3832a2d9633bac57efc05f7bb00c44289914e49ee0b7d7dbb87
ee5102a,154,2,9440d08e23f526fea6370cb89128a95f7ad828fd926d580f241b5d04ac613366
8fc1fe9,154,3,aeb5ad67bc68d369f24a2358c7625ad1d63002e60b6ce533d9c0170db2ae20f7
56f5293,154,4,0eb1a97c60aeaf094945d35a8184328d9e633357dbc9ead034e5c9b04e1c4182
1fe9c77,154,5,70f3501bd30746deff174ad9d0e76d2a1c6e89b9e92680371f72baafccef810a
53b8ebf,154,1,bd4f36834fb8ae960fbaafaaf48407d709d52651cfca4779d76a0455f6a98e31
218778e,154,2,c939668dfc063deed8f805bd0ee92195035a35dd95e9a659f6120279951bb501
3faada7,154,3,fb6bf95a4d93f02cdb335a112306927f4b253ee7f9616bee1cad5b337d40e5c5
8a9e3a3,154,4,fb8f371a5e85a74c98c047cf739b8b6202a2055e8af9305855c2951037711b90
c2b5ab0,154,5,2e9814052920cd9ede26e2fa3caec48b9b7f80b43f90533c9dd7948a2d520a33
a10dd12,154,1,317ec9b736df4d63e32e6292af12cb2021b7c4fcb4d973b8f19b2dab7eb8324f
e7900f2,154,2,91b7ef2e80d758e23966a51b21c9d51f5ce2d2756c9032e3d720eed878108c82
c18808b,154,3,ec60453f665f40e19ff169fb59e8e5a2f1871fd2e0552bed26c0b80948c4f89e
f4acdab,154,4,ade10dafba09e0769388fd3e41dedcc84214f117a292713b7afd04b8d387a6ac
1da8f12,154,5,99c41701718edaf147830fc892b1917a1029f4de269e856f95c75ce1726b124c
191f567,154,1,0896e664522a932e10b7fc96d3c54d752907c60a4754a612a2cd8b4a0651b414
b2e0ad5,154,2,f8e01ef34a826b4026e922f61d700a376d1a7da1dd57892d0caf2b949e8cd0b5
3df743d,155,3,7b4a9ba0be87c9b92cbf5ad3301737c632b8c30a9dcf2d0925aca398cddda5c8
de607a9,155,4,06de99b15eecff8b8b48839d30f2b915e2e07e2602227d9e3aecd67714d20908
34ad8eb,155,5,95fc27eb31a18947b6813e07dcbb20943ce9c652d99d415bc8fd232667eac98b
5edf56a,155,1,715a521deef96d9db90d1102228c4326fddfd08a1cd054ecd1bd88eb31eb2cf8
106d4c6,155,2,97964f5cf03a584298f9aa90f951b9d01cb22bebdaf59248c9f24747bd0720e0
43a5fd6,155,3,b1d05b0141db6097130b66aacf7e8b6dfcf578dd1adcf387725958ca419c0d50
64595eb,155,4,347517e399be9a7efc1115b99b1edc1e738f931bee32fa6d75e3a1da7a773a73
4caa6f2,155,5,eb3e6ee4d50012329c3869ffd563ea291f78307334d3a8534085e540ce3c4070
818fef2,155,1,b8bf614ce7d8208b5dd162e215a2bae08d634f172792f3568e781b7a2906d173
402c653,155,2,f7db75c769c5593a8d4d49b50bb83feacdb6e80fd53a4f9e6de987aa5736df1b
4dce904,155,3,bc1d1c2d1f9db0e05fd0f1a671218c18403ca8a50a6c1febaa5d50909415db65
be9f270,155,4,8faa9d0e74d0153b30d7b20e3f4b0da160c87309ec00499930a9db20b149a27d
87d747c,155,5,5476b0406a337402832548e53a967a08fcebaecdf5056a04d973219eee1cf73e
8950f29,155,1,b42089ed19fb12b457c9a975175e3f4b709b42d945b1f5aa24f7af44fcfc43df
fba8915,155,2,ff6fc0816c2ea8bfc800f7c56a1acd4f5c213a37996ee20078c0c7410536d305
9740146,155,3,6856b1f709dc27dff908019a0ce03db082da9a7250ea900a1f578914b970df30
b754ee5,155,4,cd220eb8979b0f7dea2628de247c3f793e6751d1eb68cb50c2c0db238f7e1ddd
fe0abe4,155,5,ff0d800deb72a75ab29fca6bac25d24a55aba40b3bbf968716bea3b1c08b4b59
589fd79,156,1,2edffa26ea6af9be3eb61ef3593380394d2073e834c07cafa52e51f9065327cd
b4d6682,156,2,7370801a9357879ac25739a876f09fbc0940c6aa3a39b2fe6bdf4d376593b305
90af7bd,156,3,395a79d1aca0a5f00d8d8d05c3ba2ca63f7d20369e065c38424f0c4870d1f0ec
7c7715f,156,4,881046b701cb6b1d6065da49ef6f4a0d090be9f6c354935c104a7a4cf3ce81b6
9d90fe3,156,5,8d8a8d04f00a1bef2f1e6bf8869ba77a01413a48824fb0882c5a810f5c20ccec
0d96d4e,156,1,728ba8314b84a44856a6725251c403512be590645ead13d50ebda42029f1062e
68c37d4,156,2,2cf33a3867690a8fbdc2ad615a408200c52bcd5b1cb916b87ec6029c62f58b9c
b558b1b,156,3,8f6228f12d909d0b41fbb5fa1ce87ad907b24709d686a9e6282238df831b7b6b
0f20721,156,4,276916629dafe1cb853058cd8ce7b6f91901e58b30ea179c19e634ba376812db
99a411a,156,5,038b9605040072f730c5e51349e290fb8b19c350c86a3b19701bfd4722078736
aee6430,156,1,7249abb5f3a4a418aa743211f1600dda517546db67df5dc5f0a21ace833afd32
48d2e18,156,2,3575182a2db4fc9a66fc30b05ad0feb64f43abae78e5b97f62a81cadc639ce83
081db56,156,3,bb2394926a4e806a774fed3188cc8fe037ab06ad72500fa1b98e188ed4b0edbb
24e9709,156,4,cdb01a4e21fbd5f58ae0d6c9e967a44437544af352630b1a0a31c2394621d17c
735de2e,156,5,659762ca2533b1e5a5682c0ea0566a4fecae7071754e0698e0c4326a3df106b8
da8c829,156,1,1fd6d73fe142015ea078c45b9d66cb2c07ccccd7cf5ff6d10562528876ea6352
cd0a006,156,2,a062d83e4050ea3ca02dc203b0afb1952fa1a9f379c12260a3119efea6b8f2c3
2a847b0,156,3,a12b1043c0eee6a641757180cb10c960cbcb78c9914ea00dea06c3ce01c9b8b2
8a932e3,157,4,14b2f639cbb11ff1eaae6b8324db0d7e38107a4474e4e686925bb84c431763b8
596c46a,157,5,681232f408111279b20ccce86e335060ef60a550ccf23c02b85c7553760b7737
e70d68a,157,1,fe35053d0778d177da885c0daacb7883b9652a474fee6ff23d0a23e481ea59ba
8d67ce2,157,2,db397587cd0e17955bdb4172a142d7a143393504ebabbdffb7be4e9a737b4eab
6bd29f5,157,3,702fd6e8ad791bfa4fee910e9a4d20ec60f20c01e370c69042b841c540c90388
650f016,157,4,4d461d493173fcf9015c773f1d8f6dc25b1536773b289a78d5a7b310d68c2952
30ff0f0,157,5,c00c48051be8e637f22e502f9dc5da7ffbd8bf2cfdf5a68f434e853d7076f09d
8bfb48a,157,1,ab86359a3dbb32735b69bb455ee49ed38660e6420efc97c89af48d4d921bca59
3a17a01,157,2,b5d4922c90d780e34853026028fe0c67c06133bd48494e20a93067118590a7f4
61c5578,157,3,673972ba1cc9fe1e1e58aa2199b9f65f8468016befc898a489deea36dc6802eb
b4885af,157,4,8af552319c2790040fc027fca0acfda152f9e5891d7280f99305eff0d14ca3a2
d9503fa,157,5,b65d080ac08ce9afccb995ec84b57ac80876094ef695e2aa88b6d99c363f79df
d2fb7aa,157,1,44e14690b234b6855587292a03f18c59bff27ac74bc56f6238425b095b4b808a
88d8d80,157,2,23e44368a8f3207d2df443a68f23c19576bc66cfc27cbbe482c497acaf2d2359
399c926,157,3,6217743cd913292e52716fb399a81005e8a84f3c362f4039bfcaa08a3f5924de
5d47f5c,157,4,24317b02c80dd4478df36f4909269fef12f8e72dbf6ad3a33ecbba8d9bfb9567
f0803b8,157,5,670a15a775136fff605d5c993b331251c55cf7f25cad1045c2e013bb64a09ee5
a478f42,157,1,146455f449480a59acc4f104619a16d3e1d55f36377d7f60c3c6dfa019144f1a
80f3e2e,158,2,010a8d319114852a2c44c1f35e103d7e89187e5a19d05302c3706f8915d9d035
fa10fcc,158,3,f8906e9143405727100392d00924c3bebb839a3e459561e5b9f01a407f4930f0
2b87338,158,4,30581851a14fc6068ff5ac262b0d9ba59cbd7c4eef408092a4d9a2942213330e
72bb125,158,5,0abc3287bf9e4b1d2d644efa3c2e0be8106bb4c61503e29fa1a9838d3def2d2a
48b90fe,158,1,6eb87acde94703a9e6c8aea5ba7a4eb7f8ccd3274da91931fa06eeebeb431923
ce5eebd,158,2,cfd19808e05b363750849f27dcad09ae970c1c993aa20f6d0cbeb51a2bd4cdab
c1eb255,158,3,b770733c5b86377cace146caf21bfb0242ab2b6f0f771a284c41892456a5e918
12ec9ce,158,4,63a60a5caa7cd73d84a31b4189c85adbb57971a556df3ceaad179799cfbb9297
e0f1d9e,158,5,c3af95b7a399b4d8c6e83294d09b748172efea8f4de6f84cc11f65fc6d75853d
470f64e,158,1,939602aaa35306721de0601100e3d47cff1b2d77d7a43df3a9cb9be0c3cb4505
4799bc4,158,2,6bbe0bdde2f4f299efb4aa18351aa139a5644d6815e4d07eaf09a61261c6d23f
cda1813,158,3,6a53c0952f34b55080819abc8b9d3d0b5ad45b3dada4cc8252f168d004c98976
ad11bff,158,4,3ff789c953bee23ee609cfcd51083405d7b7a06e5fe97762355ed06bd0bdcd4a
4f70228,158,5,a566e46e1cd974eb5a0ea419418e89a59055fdee9781be4f873d09f72d62de2e
a658683,158,1,3f34c834676d85ccb0e478a794b9b5e2f773cd7bd5a2b298bb5516d8ac416b2c
33e6120,158,2,123157e257dd8d86c7650dca5c930e60d20fa45ad60b3aa1ad5894644b8aba13
d2ef605,158,3,3f88a511b8deda308a5cb13b11ba49eddaad814c636bc4166e526b5cf61ac77e
af9cca5,158,4,66dcdfa4dc36c19dded6ef13f26c4b226844d94a1ce1f00982e7556b6ae24941
2705967,159,5,c242ba6f636e289bbd33efa46c37a44b4824c06dc9957e034a85649d8d3ebf4d
